symbol,date,net_income,depreciation_and_amortization,share_based_compensation,other_operating_activities,operating_cash_flow,capital_expenditures,investing_cash_flow,share_issuance_or_repurchase,other_financing_activities,financing_cash_flow,net_cash_flow,free_cash_flow,free_cash_flow_margin,free_cash_flow_per_share,change_in_investments,debt_issued_or_paid,operating_cash_flow_growth,acquisitions,dividends_paid,other_investing_activities,free_cash_flow_growth,common_stock_issued,share_repurchases
TGVC,2022-01-01,0.86,,0.0,0.34,0.52,,0.0,0.0,,0.0,0.52,0.52,,0.04,0.0,0.0,,,,,,,
WEL,2022-01-01,0.57,,,0.6,0.04,,1.31,0.0,0.03,0.03,1.32,0.04,,0.0,1.31,0.0,,,,,,,
FEXD,2022-01-01,3.84,,,4.96,1.12,,1.15,0.0,1.15,1.67,0.6,1.12,,0.08,1.15,0.52,,,,,,,
ADRT,2022-01-01,0.13,,,1.73,1.86,,0.22,0.0,,0.0,1.64,1.86,,0.65,0.22,0.0,,,,,,,
ANZU,2022-01-01,19.23,,,21.89,2.66,,1.12,0.0,,1.5,0.04,2.66,,0.05,1.12,1.5,,,,,,,
INTE,2022-01-01,1.44,,,0.42,1.03,,0.32,0.0,,0.0,0.71,1.03,,0.07,0.32,0.0,,,,,,,
LHC,2022-01-01,13.16,,,13.32,0.16,,0.0,0.0,,0.0,0.16,0.16,,0.0,0.0,0.0,,,,,,,
MBAC,2022-01-01,33.43,,,2137.04,2103.61,,1265.0,0.0,,23.79,862.4,2103.61,,42.07,1265.0,23.79,,,,,,,
NSTD,2022-01-01,14.8,,,15.59,0.8,,0.0,0.0,0.02,0.02,0.82,0.8,,0.02,0.0,,,,,,,,
AOGO,2022-01-01,0.73,,,0.4,1.13,,0.21,0.0,0.0,0.0,0.92,1.13,,0.37,0.21,,,,,,,,
LCA,2022-01-01,23.97,,,24.88,0.9,,493.88,492.18,,491.46,1.52,0.9,,0.07,493.88,0.72,,,,,,,
FRLA,2022-01-01,0.05,,,0.64,0.69,,0.77,0.0,,0.78,0.67,0.69,,0.07,0.77,0.78,,,,,,,
PLMI,2022-01-01,10.58,,,11.6,1.02,,0.0,0.0,,1.0,0.02,1.02,,0.03,0.0,1.0,,,,,,,
TLGA,2022-01-01,10.44,,,12.97,2.53,,324.76,324.36,,322.26,0.03,2.53,,0.05,324.76,2.1,,,,,,,
FSRX,2022-01-01,7.28,,,8.59,1.31,,0.77,0.0,,0.0,0.54,1.31,,0.03,0.77,0.0,,,,,,,
PIAI,2022-01-01,8.48,,,9.03,0.55,,256.03,257.49,,256.03,0.55,0.55,,0.02,256.03,1.46,,,,,,,
PIAI,2021-01-01,15.77,,,16.28,0.52,,0.0,0.0,,0.42,0.93,0.52,,0.01,0.0,0.42,,,,,,,
FRXB,2022-01-01,9.52,,,10.6,1.07,,0.38,0.0,,0.0,0.69,1.07,,0.03,0.38,0.0,,,,,,,
TWLV,2022-01-01,8.7,,,9.7,1.0,,0.61,0.0,,0.0,0.4,1.0,,0.02,0.61,0.0,,,,,,,
TWLV,2021-01-01,1.84,,,2.62,0.78,,345.0,347.0,0.38,346.46,0.68,0.78,,0.02,345.0,0.16,,,,,,,
FZT,2022-01-01,0.59,,,2.62,2.03,,0.9,0.0,,1.1,0.03,2.03,,0.07,0.9,1.1,,,,,,,
IOAC,2022-01-01,4.63,,0.07,3.08,1.47,,0.0,0.0,,0.5,0.97,1.47,,0.05,0.0,0.5,,,,,,,
SGHL,2022-01-01,0.86,,,1.63,0.77,,102.0,100.0,3.32,103.29,0.52,0.77,,0.07,102.0,0.04,,,,,,,
GFX,2022-01-01,13.8,,,15.25,1.45,,307.37,306.35,,305.91,0.01,1.45,,0.03,307.37,0.44,,,,,,,
GFX,2021-01-01,19.32,,,20.62,1.3,,0.0,0.0,,0.32,0.98,1.3,,0.03,0.0,0.32,,,,,,,
BWAQ,2022-01-01,0.25,,0.15,0.09,0.18,,92.92,94.4,1.03,93.38,0.28,0.18,,0.03,92.92,0.0,,,,,,,
CSTA,2022-01-01,12.88,,,13.32,0.44,,0.0,0.0,,0.26,0.19,0.44,,0.01,0.0,0.26,,,,,,,
DHCA,2022-01-01,7.21,,,7.86,0.65,,0.0,0.0,,0.0,0.65,0.65,,0.02,0.0,0.0,,,,,,,
TBCP,2022-01-01,9.39,,,10.39,1.0,,407.42,407.05,,406.58,0.16,1.0,,0.02,407.42,0.48,,,,,,,
TBCP,2021-01-01,0.07,,,0.11,0.04,,414.0,414.77,0.42,414.35,0.31,0.04,,0.0,414.0,0.01,,,,,,,
ACAH,2022-01-01,17.99,,,17.6,0.39,,0.73,0.0,,0.06,1.06,0.39,,0.01,0.73,0.06,,,,,,,
MACA,2022-01-01,0.58,,,0.23,0.82,,,0.0,,0.89,1.71,0.82,,0.05,,0.89,,,,,,,
VCXA,2022-01-01,8.68,,,6.76,1.92,,154.91,0.0,154.91,154.31,1.32,1.92,,0.08,0.0,0.6,,,,154.91,,,
ARRW,2022-01-01,13.52,,,15.12,1.6,,0.73,0.0,,0.75,0.12,1.6,,0.04,0.73,0.75,,,,,,,
TRCA,2022-01-01,6.29,,,6.97,0.68,,0.0,0.0,,0.0,0.68,0.68,,0.13,0.0,0.0,,,,,,,
OPA,2022-01-01,15.27,,,16.87,1.6,,0.0,0.0,,2.0,0.4,1.6,,0.06,0.0,2.0,,,,,,,
NSTB,2022-01-01,13.75,,,15.42,1.67,,1.32,0.0,,0.0,0.35,1.67,,0.03,1.32,0.0,,,,,,,
ERES,2022-01-01,0.64,,,1.96,2.6,,246.5,248.09,,244.66,0.77,2.6,,0.08,246.5,3.42,,,,,,,
ERES,2021-01-01,15.84,,,17.08,1.24,,0.0,0.0,,1.5,0.26,1.24,,0.03,0.0,1.5,,,,,,,
USCT,2022-01-01,11.25,,,11.85,0.61,,0.0,0.0,0.02,0.02,0.63,0.61,,0.02,0.0,0.0,,,,,,,
MAQC,2022-01-01,7.19,,,8.01,0.82,,140.09,143.46,140.09,0.41,0.41,0.82,,0.04,140.09,3.78,,,,,,,
SNRH,2022-01-01,16.61,,,18.51,1.9,,406.62,405.79,0.07,404.89,0.17,1.9,,0.04,406.62,0.97,,,,,,,
SNRH,2021-01-01,5.55,,,6.27,0.71,,0.0,0.0,,0.0,0.71,0.71,,0.01,0.0,0.0,,,,,,,
AGBA,2022-01-01,44.52,0.39,2.09,22.73,19.3,0.97,14.19,15.36,,12.14,21.79,20.27,65.23,0.36,3.01,14.22,,16.23,17.44,,,,
AGBA,2021-01-01,96.46,0.05,0.0,98.66,2.15,0.0,177.49,0.0,,163.87,11.31,2.16,18.81,0.04,183.92,163.87,,6.42,0.0,,,,
AGBA,2020-01-01,16.14,0.07,0.0,38.04,21.96,0.0,6.77,0.0,,5.9,9.74,21.96,156.34,3.67,6.76,5.9,,0.0,0.0,,,,
ATAK,2022-01-01,6.6,,,7.7,1.1,,204.02,202.0,3.48,205.24,0.13,1.1,,0.05,204.02,0.24,,,,,,,
APXI,2022-01-01,12.84,,,13.38,0.54,,0.0,0.0,,0.0,0.54,0.54,,0.03,0.0,,,,,,,,
VII,2022-01-01,9.44,,,10.39,0.96,,181.09,180.86,1.03,179.83,0.31,0.96,,0.03,181.09,,,,,,,,
VII,2021-01-01,11.63,,,12.64,1.01,,0.0,0.0,,0.0,1.01,1.01,,0.04,0.0,,,,,,,,
ONYX,2022-01-01,2.05,,,2.45,0.4,,0.0,0.0,,0.0,0.4,0.4,,0.01,0.0,0.0,,,,,,,
COOL,2022-01-01,17.69,,,18.23,0.54,,390.41,390.41,0.07,390.49,0.62,0.54,,0.01,390.41,,,,,,,,
COOL,2021-01-01,5.55,,,6.78,1.23,,0.0,0.0,0.04,0.04,1.27,1.23,,0.03,0.0,,,,,,,,
SZZL,2022-01-01,0.25,,,0.73,0.99,,0.76,0.0,,0.0,0.22,0.99,,0.04,0.76,0.0,,,,,,,
CPTK,2022-01-01,14.8,,,15.3,0.5,,0.0,0.35,,0.56,0.07,0.5,,0.01,0.0,0.22,,,,,,,
BHAC,2022-01-01,7.67,,,9.22,1.56,,183.98,183.84,,183.54,1.12,1.56,,0.06,183.98,0.3,,,,,,,
ADER,2022-01-01,7.26,,,9.21,1.95,,244.08,0.0,242.86,242.86,0.74,1.95,,0.06,244.08,0.0,,,,,,,
ENER,2022-01-01,1.04,,0.0,1.65,0.6,,0.05,0.0,,0.0,0.56,0.6,,0.02,0.05,,,,,,,,
IXAQ,2022-01-01,9.29,,,9.85,0.56,,0.0,0.02,0.0,0.02,0.54,0.56,,0.02,0.0,,,,,,,,
QFTA,2022-01-01,11.05,,,12.13,1.08,,0.35,0.0,,0.8,0.07,1.08,,0.04,0.35,0.8,,,,,,,
QFTA,2021-01-01,5.7,,,4.63,1.07,,201.25,196.72,5.77,202.36,0.04,1.07,,0.05,201.25,0.13,,,,,,,
WTMA,2022-01-01,2.39,,,1.41,0.98,,3.52,2.32,0.05,3.82,0.68,0.98,,0.43,3.52,1.55,,,,,,,
ESAC,2022-01-01,14.33,,,11.06,3.28,,3.98,0.0,,0.0,0.71,3.28,,0.1,3.98,0.0,,,,,,,
SLAC,2022-01-01,9.71,,,10.67,0.96,,333.18,331.5,,330.8,1.42,0.96,,0.02,333.18,0.7,,,,,,,
PRSR,2022-01-01,3.76,,,4.53,0.77,,0.0,0.0,,0.16,0.61,0.77,,0.02,0.0,0.16,,,,,,,
DTOC,2022-01-01,10.53,,,11.33,0.8,,0.37,0.0,,0.0,0.43,0.8,,0.02,0.37,,,,,,,,
TMKR,2022-01-01,7.1,,,8.61,1.52,,252.37,251.6,,250.99,0.14,1.52,,0.05,252.37,0.61,,,,,,,
TMKR,2021-01-01,8.63,,,9.68,1.05,,278.76,270.48,9.69,279.97,0.16,1.05,,0.03,278.76,0.2,,,,,,,
SDAC,2022-01-01,15.08,,,16.83,1.74,,0.0,0.0,,1.05,0.69,1.74,,0.04,0.0,1.05,,,,,,,
FLAG,2022-01-01,3.53,,,3.43,0.1,,187.69,190.01,,188.75,0.97,0.1,,0.0,187.69,1.26,,,,,,,
GIA,2022-01-01,3.92,,0.0,1.51,1.26,,192.24,192.14,0.09,191.32,0.34,1.26,,0.19,192.24,0.9,,,,,,,
CHAA,2022-01-01,11.62,,,12.59,0.97,,0.0,0.0,,0.0,0.97,0.97,,0.03,0.0,0.0,,,,,,,
NCAC,2022-01-01,8.01,,,8.53,0.52,,0.0,0.0,,0.0,0.52,0.52,,0.02,0.0,,,,,,,,
ADEX,2022-01-01,4.83,,,5.8,0.97,,255.06,253.71,,253.56,0.53,0.97,,0.14,255.06,0.15,,,,,,,
ADEX,2021-01-01,2.63,,,1.96,0.67,,276.0,277.75,0.65,277.1,0.43,0.67,,0.1,276.0,0.0,,,,,,,
IPVF,2022-01-01,7.89,,,2.49,5.4,,232.86,232.17,,232.17,6.09,5.4,,0.17,232.86,,2026.27,,,,2026.27,,
CNGL,2022-01-01,1.16,,,1.8,0.64,,0.03,0.0,,0.14,0.52,0.64,,0.02,0.03,0.14,,,,,,,
BRAC,2022-01-01,0.43,,,0.38,0.81,,102.61,103.94,,103.81,0.39,0.81,,0.06,102.61,0.13,,,,,,,
ARBG,2022-01-01,6.86,,,7.96,1.1,,196.11,195.58,,195.58,0.58,1.1,,0.04,196.11,0.0,,,,,,,
ARBG,2021-01-01,6.35,,,6.9,0.55,,0.0,0.0,0.05,0.05,0.6,0.55,,0.02,0.0,0.0,,,,,,,
PCCT,2022-01-01,1.76,,,0.92,0.84,,209.97,210.16,,209.94,0.81,0.84,,0.03,209.97,0.22,,,,,,,
MCAG,2022-01-01,0.0,,,0.45,0.45,,50.36,50.13,,50.13,0.22,0.45,,0.05,50.36,0.0,,,,,,,
PMGM,2022-01-01,6.38,,,7.36,0.98,,0.4,0.0,,0.15,0.43,0.98,,0.03,0.4,0.15,,,,,,,
AURC,2022-01-01,8.74,,,9.89,1.15,,0.0,0.0,,1.4,0.25,1.15,,0.03,0.0,1.4,,,,,,,
QDRO,2022-01-01,8.72,,,9.03,0.31,,0.0,0.0,0.07,0.25,0.06,0.31,,0.01,0.0,0.32,,,,,,,
INAQ,2022-01-01,11.91,,,12.73,0.83,,0.21,0.0,0.09,0.09,0.71,0.83,,0.03,0.21,0.0,,,,,,,
BITE,2022-01-01,0.99,,,1.97,0.98,,172.15,171.74,,171.17,0.0,0.98,,0.04,172.15,0.58,,,,,,,
EAC,2022-01-01,11.12,,,12.63,1.5,,259.67,258.68,,258.16,0.0,1.5,,0.04,259.67,0.52,,,,,,,
ALTU,2022-01-01,9.34,,,9.72,0.38,,283.71,283.62,0.25,283.37,0.04,0.38,,0.03,0.08,,,,,283.62,,,
ALTU,2021-01-01,15.23,,,15.95,0.72,,0.0,0.0,,0.0,0.72,0.72,,0.02,0.0,,,,,,,,
NRAC,2022-01-01,8.37,,,9.13,0.76,,0.0,0.0,0.07,0.07,0.83,0.76,,0.03,0.0,0.0,,,,,,,
CFFE,2022-01-01,2.39,,0.05,2.44,,,219.81,224.92,,219.8,0.02,,,,219.81,5.12,,,,,,,
OSI,2022-01-01,6.96,,,9.47,2.51,,201.24,199.6,,198.1,0.62,2.51,,0.09,201.24,1.5,,,,,,,
DISA,2022-01-01,13.58,,,14.36,0.78,,0.0,0.0,,0.6,0.19,0.78,,0.02,0.0,0.6,,,,,,,
BLNG,2022-01-01,2.99,,,6.22,9.21,,100.66,110.48,,110.48,0.62,9.21,,0.47,100.66,,,,,,,,
APAC,2022-01-01,10.01,,,10.58,0.58,,1.0,0.0,,1.0,0.58,0.58,,0.02,1.0,1.0,,,,,,,
MTAC,2022-01-01,5.54,,,8.28,2.74,,233.2,232.37,0.08,230.51,0.05,2.74,,0.09,233.2,1.78,,,,,,,
MTAC,2021-01-01,4.77,,,6.51,1.74,,0.06,0.0,,0.54,1.13,1.74,,0.06,0.06,0.54,,,,,,,
IRAA,2022-01-01,10.25,,,11.34,1.1,,263.96,263.96,,262.92,0.06,1.1,,0.03,263.96,1.04,,,,,,,
BWAC,2022-01-01,3.25,,,4.58,1.33,,84.77,86.77,,83.71,0.28,1.33,,0.12,84.77,3.06,,,,,,,
BWAC,2021-01-01,2.1,,,2.85,0.74,,1.26,0.0,,1.26,0.74,0.74,,0.05,1.26,1.26,,,,,,,
DKDCA,2022-01-01,0.34,,2.83,4.1,0.94,,2.25,0.0,,2.76,0.42,0.94,,0.08,2.25,2.76,,,,,,,
ATAQ,2022-01-01,10.35,,,10.92,0.57,,0.0,0.0,,0.0,0.57,0.57,,0.03,0.0,0.0,,,,,,,
OCAX,2022-01-01,7.4,,,8.82,1.43,,0.01,0.0,,1.25,0.19,1.43,,0.08,0.01,1.25,,,,,,,
OCAX,2021-01-01,4.59,,,6.77,2.18,,151.74,146.51,6.75,154.12,0.19,2.18,,0.12,151.74,0.86,,,,,,,
SGII,2022-01-01,6.76,,,7.84,1.08,,0.0,0.0,0.41,0.41,0.66,1.08,,0.06,0.0,,,,,,,,
MCAF,2022-01-01,0.11,,,0.41,0.52,,24.19,24.53,,23.84,0.18,0.52,,0.07,24.19,0.68,,,,,,,
SWSS,2022-01-01,0.84,,,1.49,0.65,,0.25,0.0,,0.0,0.4,0.65,,0.03,0.25,,,,,,,,
VHAQ,2021-01-01,2.49,,0.16,4.73,2.08,,0.0,0.0,0.03,0.62,2.7,2.08,,0.1,0.0,0.59,,,,,,,
HPLT,2022-01-01,10.09,,,11.31,1.22,,0.17,0.0,,0.0,1.05,1.22,,0.05,0.17,,,,,,,,
PBAX,2022-01-01,0.67,,,0.42,1.09,,180.84,139.35,,138.7,41.04,1.09,,0.05,180.84,0.65,,,,,,,
IGTA,2022-01-01,0.48,,,1.33,0.86,,0.0,0.0,,0.17,0.68,0.86,,0.07,0.0,0.17,,,,,,,
RCLF,2022-01-01,11.04,,,12.06,1.02,,251.56,250.52,,250.52,0.02,1.02,,0.03,251.56,0.0,,,,,,,
OXUS,2022-01-01,0.3,,,1.8,2.11,,0.0,0.0,,1.66,0.44,2.11,,0.1,0.0,1.66,,,,,,,
TRON,2022-01-01,6.81,,,7.86,1.05,,110.08,110.08,0.1,110.18,1.15,1.05,,0.06,110.08,,,,,,,,
ACBA,2022-01-01,1.08,,,1.82,0.74,,1.37,0.0,,2.07,0.03,0.74,,0.12,0.0,2.07,,,,1.37,,,
ACBA,2021-01-01,1.0,,,0.07,1.07,,46.92,47.96,,48.11,0.12,1.07,,0.23,46.92,0.15,,,,,,,
CLOE,2022-01-01,0.06,,,0.94,0.88,,123.32,125.59,,122.82,0.38,0.88,,0.06,123.32,2.77,,,,,,,
FHLT,2022-01-01,0.06,,,1.32,1.26,,187.27,186.63,,186.63,0.61,1.26,,0.05,187.27,,,,,,,,
MURF,2022-01-01,0.4,,,1.71,1.31,,134.9,139.79,3.11,136.5,0.3,1.31,,0.08,134.9,0.18,,,,,,,
EDTX,2022-01-01,5.16,,,6.13,0.96,,0.11,0.0,,0.25,0.6,0.96,,0.07,0.11,0.25,,,,,,,
OLIT,2022-01-01,0.85,,,1.49,0.64,,0.0,0.0,0.27,0.27,0.38,0.64,,0.03,0.0,0.0,,,,,,,
ROCG,2022-01-01,0.18,,,0.69,0.87,,93.71,93.42,0.14,93.55,0.71,0.87,,0.06,93.71,,,,,,,,
ROCG,2021-01-01,0.4,,,0.06,0.46,,116.73,118.47,0.5,117.97,0.78,0.46,,0.06,116.73,,,,,,,,
OHAA,2022-01-01,0.02,,,0.73,0.71,,104.04,103.54,,103.19,0.14,0.71,,0.22,104.04,0.35,,,,,,,
BNIX,2022-01-01,0.05,,,0.73,0.68,,0.64,0.2,,0.91,0.41,0.68,,0.07,0.64,0.71,,,,,,,
PEPL,2022-01-01,1.09,,,1.52,0.44,,0.0,0.0,,0.0,0.44,0.44,,0.02,0.0,0.0,,,,,,,
ENCP,2022-01-01,0.05,,,0.72,0.67,,0.0,0.0,,0.0,0.67,0.67,,0.2,0.0,0.0,,,,,,,
ROSE,2022-01-01,6.21,,,4.66,1.55,,2.11,0.0,,0.0,0.56,1.55,,0.08,2.11,,,,,,,,
DUNE,2022-01-01,6.56,,,6.86,0.3,,160.94,160.68,0.07,160.75,0.12,0.3,,0.02,160.94,0.0,,,,,,,
DUNE,2021-01-01,5.55,,,6.45,0.9,,0.08,0.0,,0.0,0.83,0.9,,0.04,0.08,0.0,,,,,,,
MTRY,2022-01-01,1.27,,,0.27,1.0,,96.0,96.05,0.01,95.36,0.37,1.0,,0.08,96.0,0.7,,,,,,,
HHGC,2022-01-01,0.05,,,0.49,0.53,,24.24,24.27,,24.16,0.45,0.53,,0.08,0.04,0.12,,,,24.27,,,
DMAQ,2021-01-01,0.41,,,0.28,0.7,,127.77,129.17,0.33,128.84,0.38,0.7,,0.08,127.77,0.0,,,,,,,
OTEC,2022-01-01,1.96,,,2.54,0.57,,86.12,85.99,,85.83,0.29,0.57,,0.05,86.12,0.16,,,,,,,
MEOA,2022-01-01,5.94,,,6.38,0.44,,119.78,120.8,,119.21,0.14,0.44,,0.09,119.78,1.6,,,,,,,
DHAC,2022-01-01,3.24,,,1.85,1.39,,110.12,110.47,,109.38,0.65,1.39,,0.11,110.12,1.09,,,,,,,
BREZ,2022-01-01,3.79,,0.0,6.81,3.02,,100.38,101.55,,97.34,0.01,3.02,,0.33,100.38,4.2,,,,,,,
BREZ,2021-01-01,8.7,,0.4,9.79,0.69,,1.15,0.0,,1.15,0.69,0.69,,0.05,1.15,1.15,,,,,,,
GDNR,2022-01-01,0.44,,,1.77,1.32,,67.76,68.17,,67.83,1.39,1.32,,0.13,67.76,0.34,,,,,,,
MLAC,2022-01-01,3.01,,,4.4,1.39,,138.72,140.04,0.18,137.41,0.08,1.39,,0.18,138.72,2.45,,,,,,,
MLAC,2021-01-01,6.05,,,7.27,1.22,,0.0,0.0,,0.6,0.62,1.22,,0.07,0.0,0.6,,,,,,,
CCAI,2022-01-01,6.89,,,7.74,0.86,,0.32,0.0,,0.22,0.32,0.86,,0.05,0.0,0.22,,,,0.32,,,
ADOC,2022-01-01,7.69,,,6.23,1.46,,71.45,71.66,71.45,1.25,0.21,1.46,,0.25,71.45,1.45,,,,,,,
ADOC,2021-01-01,0.9,,,0.12,0.78,,0.9,0.0,0.9,0.0,0.78,0.78,,0.07,0.9,0.9,,,,,,,
AIB,2022-01-01,0.59,,,1.37,0.78,,87.11,88.39,0.29,87.89,0.0,0.78,,0.07,87.11,0.2,,,,,,,
AVHI,2022-01-01,1.62,,,2.21,0.59,,58.23,57.81,,57.81,0.17,0.59,,0.05,58.23,,,,,,,,
CLAY,2022-01-01,0.78,,,0.46,0.32,,70.17,70.57,,69.91,0.06,0.32,,0.05,70.17,0.66,,,,,,,
GBRG,2022-01-01,0.29,,,0.36,0.64,,0.0,0.0,,0.0,0.64,0.64,,0.09,0.0,0.0,,,,,,,
GBRG,2021-01-01,0.82,,,0.1,0.92,,57.5,59.16,,59.09,0.68,0.92,,0.27,57.5,0.07,,,,,,,
UPTD,2022-01-01,1.0,,,0.05,1.04,,36.17,36.11,,35.56,0.44,1.04,,0.18,36.17,0.55,,,,,,,
GRCY,2021-01-01,1.35,,,1.73,0.38,,0.0,0.0,0.03,0.03,0.41,0.38,,0.07,0.0,0.0,,,,,,,
GRCY,2020-01-01,2.32,,,2.02,0.3,,40.6,39.0,2.17,41.37,0.47,0.3,,0.1,40.6,0.2,,,,,,,
BRLI,2022-01-01,0.97,,,0.17,1.13,,47.39,42.45,,40.43,5.83,1.13,,0.24,47.39,2.03,,,,,,,
BRLI,2021-01-01,0.6,,,0.17,0.43,,1.38,0.0,,1.38,0.43,0.43,,0.07,1.38,1.38,,,,,,,
BRLI,2020-01-01,0.32,,,0.18,0.14,,46.0,47.0,0.24,46.82,0.69,0.14,,0.04,46.0,0.06,,,,,,,
HDB,2021-01-01,386000.4,16816.9,13874.5,164326.4,581018.2,26125.3,3302279.8,26097.3,2237930.3,2912107.5,191336.4,554892.9,62.18,302.27,2993734.4,684319.1,36.97,,36239.2,282420.1,38.63,,
HDB,2020-01-01,325977.1,13860.2,10603.5,571335.4,921776.2,17653.7,2521149.7,17601.0,1883255.5,1918369.4,318733.7,904122.5,115.55,495.16,2313698.2,17679.5,438.48,,166.6,189797.8,490.67,,
HDB,2019-01-01,260269.9,12800.3,7476.1,109366.6,171179.7,18111.9,2150488.4,18486.8,2214439.3,1845786.6,122911.6,153067.8,22.71,84.39,1879638.4,320692.2,6.6,,66447.3,252738.1,8.41,,
HDB,2018-01-01,220103.8,12248.8,5343.3,54423.7,183272.2,16142.7,1536982.8,257904.4,1332310.7,1517501.9,160721.6,167129.5,28.07,96.7,1280483.9,31698.0,94.4,,41015.2,240356.2,96.19,,
HDB,2017-01-01,178514.9,9679.9,6594.6,100515.2,94274.2,9086.4,2048325.7,27259.1,1447320.2,2097014.5,143442.4,85187.8,16.76,49.91,1984023.3,656925.5,75.14,,34490.3,55216.0,76.77,,
HDB,2016-01-01,140529.8,8879.9,8203.2,221659.3,379272.2,12534.2,1578204.1,22615.1,979964.6,1253976.6,53036.9,366738.0,86.46,217.81,1437179.7,280677.8,123.01,,29280.9,128490.2,128.92,,
HDB,2015-01-01,117915.3,7434.5,12593.8,32129.6,170073.2,9871.9,1144840.9,12229.0,930969.6,1007931.0,36547.4,160201.3,43.57,95.97,1010338.8,89100.3,55.52,,24367.9,124630.2,58.97,,
HDB,2014-01-01,99237.7,7124.8,9138.8,6144.2,109357.1,8584.5,1171640.5,107182.0,824553.3,1028946.0,29710.9,100772.6,33.7,63.07,1080563.9,116511.2,13.99,,19300.5,82492.1,14.27,,
HDB,2013-01-01,79319.7,8518.8,5495.5,33817.3,127151.3,9601.2,776871.4,7232.9,706821.6,794437.6,152095.0,117550.1,47.79,74.18,700371.5,95755.7,77.8,,15372.6,66898.7,90.94,,
HDB,2012-01-01,61819.4,8990.7,4533.7,3830.3,71513.5,9951.0,684969.5,11171.0,493275.2,642612.9,30697.2,61562.5,29.38,39.39,623374.5,149953.7,90.74,,11787.0,51644.0,107.88,,
IBN,2021-01-01,251100.96,14794.57,2669.25,312549.52,581114.3,17425.35,393214.42,7979.76,,174510.01,0.0,563688.95,35.78,163.01,375789.07,180382.58,57.89,,13852.34,,58.66,,
IBN,2020-01-01,183843.19,14713.7,77.61,1181518.47,1380152.97,16760.41,629869.11,154600.32,,546667.7,0.0,1363392.56,84.58,421.27,613108.7,701268.02,73.46,,0.0,,75.43,,
IBN,2019-01-01,95663.08,13696.38,114.13,686173.88,795647.47,18479.15,423084.28,5493.21,,29921.83,0.0,777168.32,51.95,241.12,404605.13,33292.41,63.47,,8863.79,,63.37,,
IBN,2018-01-01,42542.39,10453.73,79.25,433635.16,486710.53,11012.66,301472.15,3486.3,,199974.34,0.0,475697.87,36.23,148.01,290459.49,191772.37,151.1,,11688.27,,158.99,,
IBN,2017-01-01,77121.87,10390.76,131.13,106185.57,193829.32,10155.61,505734.54,3939.5,,396759.75,0.0,183673.71,15.44,57.34,495578.93,409981.37,63.18,,17161.12,,64.22,,
IBN,2016-01-01,101883.85,10444.42,180.9,413846.17,526355.34,13010.8,16057.39,1772.58,,354695.36,154548.98,513344.53,45.27,160.51,3046.58,322237.03,122.6,,34230.91,,124.49,,
IBN,2015-01-01,101799.59,9567.29,142.31,124944.05,236453.23,7780.71,118192.6,2824.2,,58139.14,173988.01,228672.52,22.55,71.72,110411.89,89839.83,,,34524.89,,,,
IBN,2014-01-01,122468.65,9102.69,94.43,254397.19,122731.42,12078.82,129317.04,3477.28,,248271.99,6210.57,134810.24,14.94,42.45,117238.21,275635.58,,,30840.87,,,,
IBN,2013-01-01,110413.66,8418.4,120.37,51304.52,67647.92,6322.47,166675.65,761.82,,78722.88,11126.31,61325.44,7.71,19.33,160353.18,105001.54,61.33,,27040.48,,63.8,,
IBN,2012-01-01,96036.13,7309.54,98.65,71495.48,174939.78,5549.25,191478.16,447.52,,92831.91,82145.69,169390.53,22.83,53.44,185928.9,114579.02,,,22194.63,,,,
ITUB,2022-01-01,29702.0,4796.0,234.0,95234.0,129966.0,2222.0,73603.0,453.0,3257.0,31714.0,24649.0,127744.0,110.53,25.76,65306.0,22204.0,139.32,324.0,6706.0,5751.0,140.74,,
ITUB,2021-01-01,26760.0,4233.0,20.0,23333.0,54306.0,1242.0,4841.0,510.0,1544.0,31460.0,18005.0,53064.0,47.38,10.7,2732.0,24159.0,8.72,1241.0,6267.0,7572.0,8.68,,
ITUB,2020-01-01,18896.0,3729.0,217.0,36649.0,59491.0,1385.0,753.0,494.0,2824.0,13555.0,46689.0,58106.0,78.29,11.72,3.0,5321.0,69.2,5417.0,11552.0,3282.0,72.35,,
ITUB,2019-01-01,27113.0,3561.0,141.0,4627.0,35160.0,1446.0,38659.0,742.0,3871.0,21302.0,24801.0,33714.0,34.22,6.8,35105.0,0.0,18.29,519.0,25915.0,2627.0,18.48,,
ITUB,2018-01-01,24907.0,3567.0,98.0,1347.0,29723.0,1268.0,13115.0,677.0,12168.0,31584.0,11254.0,28455.0,30.27,5.74,21510.0,0.0,28.21,5781.0,20093.0,1346.0,26.64,,
ITUB,2017-01-01,23193.0,3169.0,215.0,3394.0,23183.0,713.0,13656.0,2109.0,8781.0,21690.0,12163.0,22470.0,24.81,4.47,11124.0,0.0,35.73,734.0,10800.0,2553.0,35.45,,
ITUB,2016-01-01,21627.0,3249.0,127.0,11069.0,36072.0,1262.0,16727.0,274.0,973.0,10070.0,9275.0,34810.0,37.01,6.92,4844.0,0.0,,115.0,10769.0,10506.0,,,
ITUB,2015-01-01,25740.0,2828.0,180.0,63207.0,34459.0,1362.0,361.0,3324.0,1803.0,8529.0,43350.0,35821.0,50.68,7.13,1768.0,0.0,,43.0,7008.0,724.0,,,
