symbol,date,cash_and_equivalents,cash_and_cash_equivalents,cash_growth,receivables,inventory,other_current_assets,total_current_assets,property_plant_and_equipment,goodwill_and_intangibles,other_long_term_assets,total_long_term_assets,total_assets,accounts_payable,deferred_revenue,other_current_liabilities,total_current_liabilities,other_long_term_liabilities,total_long_term_liabilities,total_liabilities,common_stock,retained_earnings,comprehensive_income,shareholders_equity,total_liabilities_and_equity,net_cash_or_debt,net_cash_or_debt_growth,net_cash_per_share,working_capital,book_value_per_share,long_term_investments,current_debt,total_debt,debt_growth,long_term_debt,short_term_investments,goodwill,intangible_assets
CTBI,2016-01-01,144.72,144.72,22.86,,,,,47.94,65.62,,,3932.17,,,,,,,3431.55,307.84,195.08,2.3,500.62,3932.17,173.45,,9.87,,28.53,,,318.17,23.74,,,,
CTBI,2015-01-01,187.61,187.61,77.8,,,,,48.19,65.78,,,3903.93,,,,,,,3428.35,304.72,169.86,1.01,475.58,3903.93,229.61,,13.13,,27.28,,,417.22,13.15,,,,
CTBI,2014-01-01,105.52,105.52,1.05,,,,,49.98,65.97,,,3723.77,,,,,,,3275.89,302.02,144.7,1.16,447.88,3723.77,263.22,,15.13,,25.85,,,368.74,30.22,,,,
CTBI,2013-01-01,106.64,106.64,48.62,,,,,52.0,66.18,,,3581.72,,,,,,,3169.22,246.23,174.29,8.03,412.49,3581.72,176.52,,10.24,,24.04,,,283.16,0.72,,,,
GSBC,2022-01-01,168.52,168.52,76.51,,,,,141.07,10.81,,,5680.7,73.81,,,,,,5147.62,42.57,543.88,53.36,533.09,5680.7,204.55,,,,43.64,,,373.07,52.36,,,,
GSBC,2021-01-01,717.27,717.27,27.24,,,,,132.73,6.08,,,5449.94,25.96,,,,,,4833.19,38.45,545.55,32.76,616.75,5449.94,472.41,118.37,,,46.24,,,244.86,29.52,,,,
GSBC,2020-01-01,563.73,563.73,156.06,,,,,139.17,6.94,,,5526.42,29.78,,,,,,4896.68,35.14,541.45,53.15,629.74,5526.42,216.33,,,,45.49,,,347.4,17.26,,,,
GSBC,2019-01-01,220.16,220.16,8.59,,,,,141.91,8.1,,,5015.07,24.9,,,,,,4412.01,33.65,537.17,32.25,603.07,5015.07,199.7,,,,42.36,,,419.86,4.26,,,,
GSBC,2018-01-01,202.74,202.74,16.31,,,,,132.42,9.29,,,4676.2,12.96,,,,,,4144.22,30.26,492.09,9.63,531.98,4676.2,199.94,,,,37.57,,,402.69,22.24,,,,
GSBC,2017-01-01,242.25,242.25,13.41,,,,,138.02,10.85,,,4414.52,13.4,,,,,,3942.86,28.34,442.08,1.24,471.66,4414.52,87.16,,,,33.55,,,329.42,21.83,,,,
GSBC,2016-01-01,279.77,279.77,40.46,,,,,140.6,12.5,,,4550.66,19.48,,,,,,4120.86,26.08,402.17,1.56,429.81,4550.66,141.66,,,,30.86,,,421.43,2.42,,,,
GSBC,2015-01-01,199.18,199.18,8.9,,,,,129.66,5.76,,,4104.19,24.78,,,,,,3705.96,24.51,368.05,5.66,398.23,4104.19,212.3,,,,28.71,,,411.48,20.71,,,,
GSBC,2014-01-01,218.65,218.65,4.07,,,,,124.84,7.51,,,3951.33,20.74,,,,,,3531.59,80.43,332.28,7.04,419.75,3951.33,300.3,,,,30.58,,,518.94,49.33,,,,
GSBC,2013-01-01,227.93,227.93,43.6,,,,,104.53,4.58,,,3560.25,18.5,,,,,,3179.55,77.65,300.59,2.46,380.7,3560.25,119.59,,,,27.86,,,347.52,11.63,,,,
BANC,2022-01-01,228.9,228.9,0.34,,,,,107.35,121.84,,,9197.02,0.0,,,,,,8237.4,751.23,248.99,40.6,959.62,9197.02,773.36,,,,15.95,,,1002.25,29.25,,,,
BANC,2021-01-01,228.12,228.12,3.31,,,,,112.87,100.71,,,9393.74,0.0,,,,,,8328.45,909.65,147.89,7.74,1065.29,9393.74,547.32,,,,17.0,,,775.45,5.06,,,,
BANC,2020-01-01,220.82,220.82,40.87,,,,,141.15,39.78,,,7877.33,0.0,,,,,,6980.13,779.28,110.18,7.75,897.21,7877.33,595.94,,,,17.86,,,816.76,41.33,,,,
BANC,2019-01-01,373.47,373.47,4.63,,,,,150.56,41.3,,,7828.41,0.0,,,,,,6921.17,791.41,127.73,11.9,907.25,7828.41,1018.64,,,,17.83,,,1392.11,17.78,,,,
BANC,2018-01-01,391.59,391.59,1.0,,,,,129.39,43.49,,,10630.07,0.0,,,,,,9684.53,828.7,140.95,24.12,945.53,10630.07,1301.58,,,,18.67,,,1693.17,9.36,,,,
BANC,2017-01-01,387.7,387.7,11.79,,,,,135.7,46.5,,,10327.85,0.0,,,,,,9315.54,862.24,144.84,5.23,1012.31,10327.85,1480.24,,,,20.03,,,1867.94,154.73,,,,
BANC,2016-01-01,439.51,439.51,181.51,,,,,140.92,50.76,,,11029.85,50.15,,,,,,10049.61,854.77,134.52,9.04,980.24,11029.85,293.79,,,,19.71,,,733.3,38.48,,,,
BANC,2015-01-01,156.12,156.12,32.47,,,,,111.54,58.4,,,8235.56,0.0,,,,,,7583.15,591.87,63.53,3.0,652.41,8235.56,1035.75,,,,17.25,,,1191.88,64.04,,,,
BANC,2014-01-01,231.2,231.2,109.96,,,,,78.69,56.84,,,5971.3,0.0,,,,,,5467.98,473.35,29.59,0.37,503.32,5971.3,495.37,,,,17.58,,,726.57,118.64,,,,
BANC,2013-01-01,110.12,110.12,1.36,,,,,66.26,42.3,,,3628.02,0.0,,,,,,3303.15,308.49,16.98,0.6,324.87,3628.02,222.2,,,,17.46,,,332.32,111.76,,,,
PACW,2022-01-01,2240.22,2240.22,44.78,,,,,458.56,1408.12,,,41228.94,,,,,,,37278.41,3320.81,1420.62,790.9,3950.53,41228.94,390.9,,,,33.53,,,2631.12,204.78,,,,
PACW,2021-01-01,4057.23,4057.23,28.37,,,,,385.89,1450.69,,,40443.34,,,,,,,36443.71,2917.31,1016.35,65.97,3999.63,40443.34,3193.95,18.74,,,34.11,,,863.28,83.36,,,,
PACW,2020-01-01,3160.66,3160.66,395.69,,,,,373.08,1102.31,,,29498.44,,,,,,,25903.49,3013.04,409.39,172.52,3594.95,29498.44,2689.85,,,,30.78,,,470.81,78.77,,,,
PACW,2019-01-01,637.62,637.62,65.29,,,,,362.67,2587.06,,,26770.81,,,,,,,21816.11,3223.79,1652.25,78.66,4954.7,26770.81,1579.59,,,,41.91,,,2217.22,21.49,,,,
PACW,2018-01-01,385.77,385.77,3.18,,,,,327.34,2605.79,,,25731.35,,,,,,,20905.77,3648.99,1182.67,6.08,4825.59,25731.35,1439.19,,,,39.63,,,1824.96,96.28,,,,
PACW,2017-01-01,398.44,398.44,5.06,,,,,316.48,2628.3,,,24994.88,,,,,,,20017.28,4222.96,723.47,31.17,4977.6,24994.88,531.34,,,,38.6,,,929.78,30.95,,,,
PACW,2016-01-01,419.67,419.67,5.85,,,,,268.5,2210.32,,,21869.77,,,,,,,17390.71,4107.0,366.07,5.98,4479.06,21869.77,926.89,,,,37.24,,,1346.56,27.28,,,,
PACW,2015-01-01,396.49,396.49,26.58,,,,,236.65,2229.51,,,21288.49,,,,,,,16890.8,4355.96,13.91,27.83,4397.69,21288.49,661.43,,,,36.59,,,1057.91,29.49,,,,
PACW,2014-01-01,313.23,313.23,112.47,,,,,159.06,1737.68,,,16234.61,,,,,,,12728.38,3765.56,285.71,26.38,3506.23,16234.61,503.76,,,,34.4,,,816.99,231.61,,,,
PACW,2013-01-01,147.42,147.42,10.33,,,,,32.44,225.99,,,6533.36,,,,,,,5724.27,1266.86,454.42,3.35,809.09,6533.36,98.95,,,,18.26,,,246.37,103.88,,,,
AMTB,2022-01-01,290.6,290.6,5.98,,,,,181.76,19.51,,,9127.8,178.57,,,,,,8422.08,198.08,590.38,80.64,707.82,9129.89,908.7,,,,20.96,,,1199.31,12.16,,,,
AMTB,2021-01-01,274.21,274.21,27.9,,,,,179.0,19.51,,,7638.4,106.41,,,,,,6806.53,266.1,553.17,15.22,834.48,7641.01,795.04,,,,22.24,,,1069.24,8.83,,,,
AMTB,2020-01-01,214.39,214.39,76.71,,,,,109.99,19.51,,,7770.89,83.07,,,,,,6987.47,309.36,442.4,31.66,783.42,7770.89,958.37,,,,18.59,,,1172.76,11.64,,,,
AMTB,2019-01-01,121.32,121.32,41.55,,,,,128.82,19.51,,,7985.4,66.31,,,,,,7150.7,377.34,444.12,13.23,834.7,7985.4,1205.92,,,,19.32,,,1327.25,3.36,,,,
AMTB,2018-01-01,85.71,85.71,44.14,,,,,123.5,19.19,,,8124.35,60.13,,,,,,7376.93,371.92,393.66,18.16,747.42,8124.35,1198.4,,,,17.59,,,1284.11,0.54,,,,
AMTB,2017-01-01,153.45,153.45,13.67,,,,,129.36,19.19,,,8436.77,69.23,,,,,,7683.32,371.75,387.83,6.13,753.45,8436.77,1137.67,,26.78,,17.73,,,1291.11,17.47,,,,
EGBN,2022-01-01,311.85,311.85,81.81,,,,,38.02,104.23,,,11150.85,,,,,,,9922.53,412.61,1015.22,199.51,1228.32,11150.85,797.31,,,,38.48,,,1109.16,158.49,,,,
EGBN,2021-01-01,1714.22,1714.22,4.18,,,,,45.11,104.26,,,11847.31,,,,,,,10496.54,434.96,930.06,14.24,1350.78,11847.31,1285.13,10.2,,,42.28,,,429.09,31.11,,,,
EGBN,2020-01-01,1789.06,1789.06,639.36,,,,,38.79,105.11,,,11117.8,,,,,,,9876.91,427.33,798.06,15.5,1240.89,11117.8,1166.23,,,,38.49,,,622.83,17.82,,,,
EGBN,2019-01-01,241.97,241.97,24.82,,,,,41.99,104.74,,,8988.72,,,,,,,7798.04,482.62,705.11,2.96,1190.68,8988.72,286.65,,,,35.45,,,528.63,113.41,,,,
EGBN,2018-01-01,321.86,321.86,68.98,,,,,16.85,105.77,,,8389.14,,,,,,,7280.2,528.72,584.49,4.28,1108.94,8389.14,74.16,,,,32.28,,,247.71,59.95,,,,
EGBN,2017-01-01,190.47,190.47,48.26,,,,,20.99,107.21,,,7479.03,,,,,,,6528.59,520.64,431.54,1.75,950.44,7479.03,427.99,,,,27.81,,,618.47,116.71,,,,
EGBN,2016-01-01,368.16,368.16,23.39,,,,,20.66,107.42,,,6890.1,,,,,,,6047.3,513.87,331.31,2.38,842.8,6890.1,82.77,47.3,,,25.06,,,285.39,102.0,,,,
EGBN,2015-01-01,298.36,298.36,16.54,,,,,18.25,108.54,,,6075.58,,,,,,,5336.98,504.81,233.6,0.19,738.6,6075.58,157.08,,,,22.07,,,141.28,49.62,,,,
EGBN,2014-01-01,256.03,256.03,16.59,,,,,19.1,109.91,,,5247.88,,,,,,,4627.12,468.08,150.04,2.65,620.76,5247.88,24.4,,,,23.84,,,280.42,134.13,,,,
EGBN,2013-01-01,306.96,306.96,9.54,,,,,16.74,3.51,,,3771.5,,,,,,,3377.64,300.79,96.39,3.32,393.86,3771.5,187.19,5.79,,,15.27,,,119.77,14.84,,,,
HFWA,2022-01-01,103.59,103.59,93.99,,,,,76.93,248.17,,,6980.1,,,,,,,6182.21,552.4,345.35,99.85,797.89,6980.1,35.52,97.85,1.0,,22.73,,,68.07,5.48,,,,
HFWA,2021-01-01,1723.29,1723.29,131.84,,,,,79.37,250.92,,,7432.41,,,,,,,6577.98,551.8,293.24,9.4,854.43,7432.41,1651.27,140.45,45.9,,23.95,,,72.02,27.31,,,,
HFWA,2020-01-01,743.32,743.32,225.21,,,,,85.45,254.03,,,6615.32,,,,,,,5794.88,571.02,224.4,25.02,820.44,6615.32,686.75,265.67,18.99,,22.78,,,56.57,38.77,,,,
HFWA,2019-01-01,228.57,228.57,41.17,,,,,87.89,257.55,,,5552.97,,,,,,,4743.66,586.46,212.47,10.38,809.31,5552.97,187.8,70.54,5.08,,22.02,,,40.76,21.29,,,,
HFWA,2018-01-01,161.91,161.91,57.17,,,,,81.1,261.55,,,5316.93,,,,,,,4556.2,591.81,176.37,7.46,760.72,5316.93,110.12,,3.11,,21.61,,,51.79,64.12,,,,
HFWA,2017-01-01,103.02,103.02,0.7,,,,,60.33,125.12,,,4113.27,,,,,,,3604.97,360.59,149.01,1.3,508.31,4113.27,41.32,,,,16.98,,,144.33,18.87,,,,
HFWA,2016-01-01,103.75,103.75,18.08,,,,,63.91,126.4,,,3878.98,,,,,,,3397.22,359.06,125.31,2.61,481.76,3878.98,17.68,,,,16.09,,,121.42,184.77,,,,
HFWA,2015-01-01,126.64,126.64,4.11,,,,,61.89,127.82,,,3650.79,,,,,,,3180.82,359.45,107.96,2.56,469.97,3650.79,84.0,19.37,,,15.68,,,42.64,16.83,,,,
HFWA,2014-01-01,121.64,121.64,6.72,,,,,64.94,129.92,,,3457.75,,,,,,,3003.24,364.74,86.39,3.38,454.51,3457.75,70.37,30.31,,,15.02,,,51.26,74.25,,,,
HFWA,2013-01-01,130.4,130.4,25.06,,,,,34.35,30.98,,,1659.04,,,,,,,1443.28,138.66,78.27,1.16,215.76,1659.04,100.98,14.43,,,13.31,,,29.42,83.63,,,,
HBT,2022-01-01,114.16,114.16,72.11,,,,,50.7,30.39,,,4286.73,,,,,,,3913.1,213.39,232.0,71.76,373.63,4286.73,166.1,,5.76,,12.95,,,280.26,102.66,,,,
HBT,2021-01-01,409.27,409.27,30.99,,,,,53.94,31.27,,,4314.25,,,,,,,3902.37,216.28,194.13,1.47,411.88,4314.25,270.98,42.75,9.75,,14.82,,,138.29,12.77,,,,
HBT,2020-01-01,312.45,312.45,10.03,,,,,53.03,26.42,,,3666.57,,,,,,,3302.65,191.15,154.61,18.15,363.92,3666.57,189.83,6.0,6.91,,13.25,,,122.62,49.51,,,,
HBT,2019-01-01,283.97,283.97,51.95,,,,,54.11,27.65,,,3245.1,,,,,,,2912.19,190.8,134.29,7.83,332.92,3245.1,201.96,95.76,10.05,,16.57,,,82.02,2.03,,,,
HBT,2018-01-01,186.88,186.88,12.79,,,,,55.49,29.07,,,3249.57,,,,,,,2909.17,29.45,315.23,4.29,340.4,3249.57,103.17,68.04,5.72,,18.86,,,83.71,19.73,,,,
CNOB,2022-01-01,268.32,268.32,1.05,0.0,,,,37.98,215.68,,,9644.95,87.3,,,,,,8466.2,675.2,535.92,32.36,1178.75,9644.95,753.96,,,,30.04,,,1022.27,61.35,,,,
CNOB,2021-01-01,265.54,265.54,12.58,0.0,,,,40.05,217.37,,,8129.48,38.75,,,,,,7005.27,685.45,440.17,1.4,1124.21,8129.48,368.03,,,,28.39,,,633.56,2.02,,,,
CNOB,2020-01-01,303.76,303.76,50.76,0.0,,,,46.27,219.35,,,7547.34,26.18,,,,,,6632.03,580.56,331.95,2.8,915.31,7547.34,342.87,,,,23.02,,,646.63,0.16,,,,
CNOB,2019-01-01,201.48,201.48,16.89,0.0,,,,34.37,168.03,,,6174.03,29.67,,,,,,5442.84,460.56,271.78,1.15,731.19,6174.03,444.14,,,,20.67,,,645.63,11.38,,,,
CNOB,2018-01-01,172.37,172.37,15.23,0.0,,,,19.06,147.65,,,5462.09,27.52,,,,,,4848.17,411.37,211.35,8.79,613.93,5462.09,556.19,,,,19.04,,,728.56,0.52,,,,
CNOB,2017-01-01,149.58,149.58,25.36,0.0,,,,21.66,148.27,,,5108.44,23.1,,,,,,4543.01,409.43,160.03,4.02,565.44,5108.44,575.19,,,,17.66,,,724.78,36.54,,,,
CNOB,2016-01-01,200.4,200.4,0.25,0.0,,,,22.08,149.0,,,4426.35,20.23,,,,,,3895.32,407.42,126.46,2.85,531.03,4426.35,330.42,,,,17.55,,,530.81,26.88,,,,
CNOB,2015-01-01,200.9,200.9,58.38,0.0,,,,22.33,149.82,,,4015.91,21.67,,,,,,3538.57,377.35,104.61,4.61,477.34,4015.91,525.04,,17.34,,15.94,,,725.93,44.98,,,,
CNOB,2014-01-01,126.85,126.85,53.4,0.0,,,,20.65,150.73,,,3448.57,26.04,,,,,,3002.35,374.84,72.4,1.01,446.22,3448.57,373.86,,15.92,,19.38,,,500.71,231.25,,,,
CNOB,2013-01-01,82.69,82.69,22.09,8.76,,,,13.68,16.83,,,1673.08,11.34,,,,,,1504.5,109.21,61.91,2.54,168.58,1673.08,68.46,,4.18,,10.31,,,151.16,,,,,
CUBI,2022-01-01,455.81,455.81,12.01,0.0,,,,9.03,3.63,,,20896.11,,,,,,,19493.15,641.92,924.13,163.1,1402.96,20896.11,649.73,,,,43.15,,,1105.53,6.29,,,,
CUBI,2021-01-01,518.03,518.03,25.29,0.0,,,,8.89,3.74,,,19575.03,,,,,,,18208.81,665.47,705.73,4.98,1366.22,19575.03,661.73,,,,42.15,,,1179.76,79.73,,,,
CUBI,2020-01-01,693.35,693.35,226.28,0.0,,,,11.23,3.97,,,18439.25,,,,,,,17322.16,684.27,438.58,5.76,1117.09,18439.25,5127.09,,,,35.35,,,5820.45,243.85,,,,
CUBI,2019-01-01,212.51,212.51,242.01,0.0,,,,9.39,15.2,,,11520.72,,,,,,,10467.92,672.53,381.52,1.25,1052.8,11520.72,1480.24,,,,33.61,,,1692.75,1.49,,,,
CUBI,2018-01-01,62.14,62.14,57.54,0.0,,,,11.06,16.5,,,9833.43,,,,,,,8876.61,662.83,316.65,22.66,956.82,9833.43,1605.78,,,,30.2,,,1667.92,19.12,,,,
CUBI,2017-01-01,146.32,146.32,44.72,0.0,,,,11.96,16.3,,,9839.56,,,,,,,8918.59,663.25,258.08,0.36,920.96,9839.56,1915.91,,,,29.89,,,2062.24,79.68,,,,
CUBI,2016-01-01,264.71,264.71,0.04,0.0,,,,12.77,17.62,,,9382.74,,,,,,,8526.86,667.07,193.7,4.89,855.87,9382.74,883.0,,,,31.07,,,1147.71,39.29,,,,
CUBI,2015-01-01,264.59,264.59,28.69,0.0,,,,11.15,3.65,,,8398.21,,,,,,,7844.3,437.38,124.51,7.98,553.9,8398.21,1625.85,,,,20.61,,,1890.44,4.08,,,,
CUBI,2014-01-01,371.02,371.02,59.19,2.32,,,,10.81,3.66,,,6825.37,,,,,,,6382.23,374.85,68.42,0.12,443.15,6825.37,1445.23,,,,16.57,,,1816.25,131.44,,,,
CUBI,2013-01-01,233.07,233.07,25.29,10.05,,,,11.63,3.68,,,4153.17,,,,,,,3766.55,323.73,71.01,8.12,386.62,4153.17,551.68,,,,14.23,,,784.75,64.17,,,,
TRST,2022-01-01,650.6,650.6,46.65,,,,,77.28,,,,6000.05,,,,,,,5400.07,233.35,393.83,27.19,599.99,6000.05,478.92,48.06,,,31.49,,,171.68,42.27,,,,
TRST,2021-01-01,1219.47,1219.47,10.15,,,,,81.12,,,,6196.55,,,,,,,5595.42,239.93,349.06,12.15,601.13,6196.55,922.06,9.83,,,31.28,,,297.41,11.16,,,,
TRST,2020-01-01,1107.1,1107.1,142.34,,,,,82.3,,,,5901.8,,,,,,,5333.64,242.25,313.97,11.94,568.16,5901.8,839.56,233.65,,,29.46,,,267.54,30.37,,,,
TRST,2019-01-01,456.85,456.85,9.3,,,,,86.1,,,,5221.32,,,,,,,4683.07,245.73,288.07,4.46,538.26,5221.32,251.63,26.39,,,27.77,,,205.22,26.76,,,,
TRST,2018-01-01,503.71,503.71,17.79,,,,,34.69,,,,4958.91,,,,,,,4469.04,243.78,256.4,10.31,489.87,4958.91,341.82,7.55,,,25.34,,,161.89,33.37,,,,
TRST,2017-01-01,612.74,612.74,13.37,,,,,35.16,,,,4908.01,,,,,,,4449.7,240.68,219.44,1.81,458.31,4908.01,369.75,25.73,,,23.84,,,242.99,16.04,,,,
TRST,2016-01-01,707.27,707.27,1.52,,,,,35.47,,,,4868.81,,,,,,,4436.12,237.42,201.52,6.25,432.69,4868.81,497.87,5.52,,,22.61,,,209.41,9.51,,,,
TRST,2015-01-01,718.16,718.16,6.96,,,,,37.64,,,,4734.99,,,,,,,4321.68,234.08,184.01,4.78,413.31,4734.99,526.93,9.25,,,21.69,,,191.23,1.12,,,,
TRST,2014-01-01,671.45,671.45,15.16,,,,,38.57,,,,4644.44,,,,,,,4251.0,231.21,166.75,4.51,393.44,4644.44,482.33,27.3,,,20.73,,,189.12,7.37,,,,
TRST,2013-01-01,583.04,583.04,7.17,,,,,34.41,,,,4521.45,,,,,,,4159.64,228.18,147.43,13.8,361.81,4521.45,378.88,1.38,,,19.15,,,204.16,27.72,,,,
OSBC,2022-01-01,115.18,115.18,84.69,,,,,72.36,100.16,,,5888.32,,,,,,,5427.18,243.75,310.51,93.12,461.14,5888.32,145.63,,,,10.35,,,260.81,31.14,,,,
OSBC,2021-01-01,752.11,752.11,127.98,,,,,88.01,102.64,,,6212.19,,,,,,,5710.16,241.25,252.01,8.77,502.03,6212.19,553.23,226.62,,,17.49,,,198.88,23.89,,,,
OSBC,2020-01-01,329.9,329.9,551.57,,,,,45.48,20.78,,,3040.84,,,,,,,2733.75,55.75,236.58,14.76,307.09,3040.84,169.38,,,,10.46,,,160.52,22.03,,,,
OSBC,2019-01-01,50.63,50.63,8.33,,,,,44.35,21.28,,,2635.55,,,,,,,2357.68,59.58,213.72,4.56,277.86,2635.55,155.24,,,,9.29,,,205.87,34.3,,,,
OSBC,2018-01-01,55.24,55.24,1.07,,,,,42.44,21.81,,,2676.0,,,,,,,2446.92,57.7,175.46,4.08,229.08,2676.0,258.12,,,,7.7,,,313.36,27.06,,,,
OSBC,2017-01-01,55.83,55.83,17.96,,,,,37.63,8.92,,,2383.43,,,,,,,2183.08,55.91,142.96,1.48,200.35,2383.43,190.78,,,,6.76,,,246.62,24.99,,,,
OSBC,2016-01-01,47.33,47.33,17.34,,,,,38.98,9.02,,,2251.19,,,,,,,2075.98,54.97,129.01,8.76,175.21,2251.19,149.97,,,,5.93,,,197.3,29.71,,,,
OSBC,2015-01-01,40.34,40.34,8.73,,,,,39.61,0.0,,,2077.03,,,,,,,1921.1,54.38,114.21,12.66,155.93,2077.03,111.78,,,,5.29,,,152.11,10.48,,,,
OSBC,2014-01-01,44.2,44.2,7.27,,,,,42.34,0.0,,,2061.79,,,,,,,1867.62,101.18,100.7,7.71,194.16,2061.79,125.72,,,,6.59,,,169.91,29.27,,,,
OSBC,2013-01-01,47.66,47.66,62.91,,,,,46.01,1.18,,,2004.03,,,,,,,1856.34,62.18,92.55,7.04,147.69,2004.03,83.78,,,,10.61,,,131.44,40.73,,,,
UVSP,2022-01-01,152.8,152.8,82.83,,,,,81.0,186.89,,,7222.02,,,,,,,6445.52,409.97,428.64,62.1,776.5,7222.02,320.76,,,,26.55,,,473.55,91.39,,,,
UVSP,2021-01-01,890.15,890.15,304.87,,,,,87.29,187.36,,,7122.42,,,,,,,6348.63,415.02,375.12,16.35,773.79,7122.42,642.72,,,,26.28,,,247.43,29.12,,,,
UVSP,2020-01-01,219.86,219.86,75.71,,,,,89.96,181.43,,,6336.5,,,,,,,5644.02,407.72,306.9,22.14,692.47,6336.5,129.25,,,,23.66,,,349.11,15.9,,,,
UVSP,2019-01-01,125.13,125.13,14.36,,,,,91.09,182.84,,,5380.92,,,,,,,4705.8,408.05,288.8,21.73,675.12,5380.92,176.09,,,,23.02,,,301.21,29.9,,,,
UVSP,2018-01-01,109.42,109.42,45.1,,,,,59.56,184.55,,,4984.35,,,,,,,4360.21,404.38,248.17,28.42,624.13,4984.35,320.25,,,,21.29,,,429.67,20.83,,,,
UVSP,2017-01-01,75.41,75.41,30.41,,,,,61.8,186.47,,,4554.86,,,,,,,3951.49,404.38,216.76,17.77,603.37,4554.86,280.18,,,,22.61,,,355.59,14.89,,,,
UVSP,2016-01-01,57.83,57.83,4.89,,,,,63.64,189.21,,,4230.53,,,,,,,3725.32,330.15,194.52,19.45,505.21,4230.53,359.96,,,,19.01,,,417.78,467.73,,,,
UVSP,2015-01-01,60.8,60.8,57.65,,,,,42.16,125.28,,,2879.45,,,,,,,2517.88,184.84,193.45,16.71,361.57,2879.45,12.79,,,,18.52,,,73.59,75.32,,,,
UVSP,2014-01-01,38.57,38.57,44.25,,,,,37.01,79.9,,,2235.32,,,,,,,1950.77,117.17,181.85,14.46,284.55,2235.32,3.41,,,,17.55,,,41.97,12.66,,,,
UVSP,2013-01-01,69.17,69.17,52.66,,,,,34.13,65.7,,,2191.56,,,,,,,1911.05,117.86,172.6,9.96,280.51,2191.56,31.91,10.67,,,17.23,,,37.26,68.23,,,,
PFC,2022-01-01,128.16,128.16,20.68,,,,,55.54,337.06,,,8455.34,,,,,,,7567.62,558.27,502.91,173.46,887.72,8455.34,419.13,,,,24.96,,,547.29,398.93,,,,
PFC,2021-01-01,161.57,161.57,1.44,,,,,55.6,342.08,,,7481.4,,,,,,,6457.91,583.41,443.52,3.43,1023.5,7481.4,51.87,1.49,,,27.68,,,109.69,2.89,,,,
PFC,2020-01-01,159.27,159.27,21.34,,,,,58.67,348.29,,,7211.73,,,,,,,6229.46,610.86,356.41,15.0,982.28,7211.73,52.66,3154.51,,,26.34,,,106.61,17.76,,,,
PFC,2019-01-01,131.25,131.25,32.63,,,,,39.56,103.84,,,3468.99,,,,,,,3042.83,92.4,329.18,4.6,426.17,3468.99,1.62,,,,21.6,,,129.64,0.79,,,,
PFC,2018-01-01,98.96,98.96,12.96,,,,,40.67,102.96,,,3181.72,,,,,,,2782.13,106.15,295.59,2.15,399.59,3181.72,31.7,,,,19.59,,,130.67,12.49,,,,
PFC,2017-01-01,113.69,113.69,14.84,,,,,40.22,104.27,,,2993.4,,,,,,,2620.12,110.17,262.9,0.22,373.29,2993.4,35.61,,,,18.38,,,149.31,14.43,,,,
PFC,2016-01-01,99.0,99.0,24.11,,,,,36.96,63.13,,,2477.6,,,,,,,2184.58,52.21,240.59,0.22,293.02,2477.6,75.49,,,,16.31,,,174.49,11.96,,,,
PFC,2015-01-01,79.77,79.77,29.37,,,,,38.17,63.67,,,2297.68,,,,,,,2017.48,56.84,219.74,3.62,280.2,2297.68,76.08,,,,15.27,,,155.85,35.88,,,,
PFC,2014-01-01,112.94,112.94,37.02,,,,,40.5,63.92,,,2178.95,,,,,,,1899.45,74.79,200.6,4.11,279.51,2178.95,1.76,,,,14.96,,,114.7,2.37,,,,
PFC,2013-01-01,179.32,179.32,31.05,,,,,38.6,65.02,,,2137.15,,,,,,,1865.0,89.31,182.29,0.55,272.15,2137.15,67.28,93.45,,,13.91,,,112.04,9.79,,,,
CCBG,2022-01-01,600.65,600.65,41.99,,,,,82.14,93.09,,,4525.96,,,,,,,4123.19,37.5,393.74,37.23,394.02,4517.2,490.46,48.21,28.88,,23.24,,,110.19,24.75,,,,
CCBG,2021-01-01,1035.35,1035.35,11.5,,,,,83.41,93.25,,,4263.85,,,,,,,3868.93,34.59,364.79,16.21,383.17,4252.09,947.03,19.43,56.06,,22.72,,,88.33,34.86,,,,
CCBG,2020-01-01,928.55,928.55,145.37,,,,,86.79,89.1,,,3798.07,,,,,,,3455.23,32.45,332.53,44.14,320.84,3776.07,792.95,153.65,47.14,,19.11,,,135.6,106.06,,,,
CCBG,2019-01-01,378.42,378.42,37.11,,,,,84.54,84.81,,,3088.95,,,,,,,2761.94,32.26,322.94,28.18,327.02,3088.95,312.62,55.53,18.58,,19.5,,,65.81,12.26,,,,
CCBG,2018-01-01,276.0,276.0,3.31,,,,,87.19,84.81,,,2959.18,,,,,,,2656.6,31.23,300.18,28.82,302.59,2959.18,201.0,4.79,11.77,,17.77,,,75.0,0.89,,,,
CCBG,2017-01-01,285.44,285.44,3.58,,,,,91.7,84.81,,,2898.79,,,,,,,2614.58,36.84,279.41,32.04,284.21,2898.79,211.11,2.05,12.41,,16.77,,,74.33,7.68,,,,
CCBG,2016-01-01,296.05,296.05,21.87,,,,,95.48,84.81,,,2845.2,,,,,,,2570.03,34.36,267.04,26.23,275.17,2845.2,215.53,4.93,12.63,,16.2,,,80.52,47.1,,,,
CCBG,2015-01-01,378.91,378.91,1.6,,,,,98.82,84.81,,,2797.86,,,,,,,2523.51,38.43,258.18,22.26,274.35,2797.86,226.7,6.19,13.09,,15.88,,,152.21,6.14,,,,
