symbol,date,market_capitalization,market_cap_growth,enterprise_value,pe_ratio,ps_ratio,pb_ratio,p_over_fcf_ratio,p_over_ocf_ratio,ev_over_sales_ratio,ev_over_ebitda_ratio,ev_over_ebit_ratio,ev_over_fcf_ratio,current_ratio,asset_turnover,return_on_equity_roe,return_on_assets_roa,return_on_capital_roic,earnings_yield,fcf_yield,buyback_yield_or_dilution,total_shareholder_return,debt_or_equity_ratio,debt_or_ebitda_ratio,debt_or_fcf_ratio,dividend_yield,payout_ratio,revenue,revenue_growth_yoy,gross_profit,selling_general_and_admin,other_operating_expenses,operating_expenses,operating_income,pretax_income,income_tax,net_income,preferred_dividends,net_income_common,net_income_growth,shares_outstanding_basic,shares_outstanding_diluted,shares_change,eps_basic,eps_diluted,eps_growth,free_cash_flow_per_share,gross_margin,operating_margin,profit_margin,free_cash_flow_margin,effective_tax_rate,ebitda,ebitda_margin,depreciation_and_amortization,ebit,ebit_margin
OPBK,2021-01-01,193.0,66.13,88.0,6.7,2.52,1.17,6.57,6.83,1.15,2.1,2.16,2.99,,0.05,18.5,1.8,2.8,14.94,15.23,0.25,2.18,0.06,0.25,0.35,2.43,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPBK,2020-01-01,116.0,28.62,23.0,8.86,2.32,0.81,21.25,23.96,0.47,1.2,1.28,4.27,,0.04,9.3,1.0,1.5,11.29,4.71,3.87,7.51,0.09,0.69,2.46,3.64,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPBK,2019-01-01,163.0,16.31,87.0,9.72,2.98,1.16,9.44,8.58,1.59,3.74,3.94,5.04,,0.05,12.3,1.5,2.1,10.29,10.59,0.51,2.44,0.07,0.44,0.59,1.93,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPBK,2018-01-01,140.0,,62.0,9.82,2.86,1.08,4.76,4.57,1.27,3.04,3.2,2.12,,0.05,11.6,1.4,2.1,10.18,21.01,3.9,3.9,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPBK,2017-01-01,,,38.0,,,,,,0.88,2.11,2.23,14.89,,0.05,10.7,1.1,2.1,,,,,0.27,1.38,9.74,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMST,2022-01-01,516.0,51.44,1684.0,7.76,1.78,0.92,2.44,2.37,5.81,16.25,19.89,7.96,,0.03,11.6,0.8,0.9,12.89,40.97,9.94,15.11,2.21,11.97,5.86,5.16,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMST,2021-01-01,1063.0,44.61,1165.0,9.21,2.94,1.49,6.25,6.15,3.22,7.0,7.94,6.85,,0.05,16.3,1.6,2.0,10.85,16.0,8.38,10.37,0.23,1.0,0.98,1.99,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMST,2020-01-01,735.0,11.4,1126.0,9.19,2.18,1.02,26.85,28.79,3.34,9.41,11.05,41.12,,0.05,11.5,1.1,1.3,10.88,3.72,10.45,12.34,0.63,3.75,16.38,1.88,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMST,2019-01-01,830.0,44.84,1369.0,47.39,3.14,1.22,3.23,3.21,5.18,30.33,53.7,5.34,,0.04,2.5,0.2,0.3,2.11,30.91,5.14,5.14,0.88,13.23,2.33,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMST,2018-01-01,573.0,26.38,1592.0,14.32,2.56,0.78,2.07,2.0,7.12,28.11,37.85,5.75,,0.03,5.6,0.6,0.5,6.99,48.36,0.28,0.28,1.46,19.02,3.89,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMST,2017-01-01,778.0,0.82,1810.0,11.29,3.6,1.11,6.65,4.89,8.37,24.23,34.78,15.47,,0.03,10.3,1.0,0.7,8.86,15.03,9.05,9.05,1.57,14.79,9.44,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMST,2016-01-01,785.0,63.75,1724.0,13.5,1.47,1.25,11.4,17.52,3.22,16.2,19.0,25.05,,0.09,10.1,1.0,1.3,7.41,8.77,17.97,17.97,1.58,9.33,14.43,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMST,2015-01-01,479.0,85.3,1527.0,11.6,1.13,1.03,39.13,57.67,3.6,21.27,26.83,124.63,,0.09,9.1,0.9,1.0,8.62,2.56,40.76,40.76,2.32,15.05,88.17,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMST,2014-01-01,259.0,10.35,938.0,11.62,0.91,0.86,0.7,0.74,3.29,18.45,28.14,2.54,,0.09,7.7,0.7,0.9,8.61,142.48,1.1,0.46,2.35,13.96,1.93,0.64,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMST,2013-01-01,289.0,21.19,766.0,12.12,1.09,1.09,1.03,0.95,2.9,15.4,22.02,2.72,,0.09,8.9,0.8,1.1,8.25,97.46,7.71,6.01,1.92,10.28,1.82,1.69,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMPN,2022-01-01,176.0,2.57,214.0,41.51,7.01,0.92,43.7,36.19,8.55,35.71,44.63,53.27,,0.03,2.1,0.5,0.6,2.41,2.29,0.9,3.98,0.39,12.54,18.71,3.08,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMPN,2021-01-01,181.0,,57.0,47.77,7.61,0.83,69.84,697.03,2.4,9.55,12.06,22.05,,0.03,2.4,0.5,0.7,2.09,1.43,,,0.22,7.88,18.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMPN,2020-01-01,,,16.0,,,,,,0.97,8.94,16.78,9.53,,0.03,1.5,0.2,0.2,,,,,0.72,39.34,41.93,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVBC,2022-01-01,126.0,10.88,108.0,9.45,2.29,0.93,9.0,7.88,1.96,6.16,6.77,7.7,,0.04,10.0,1.1,1.4,10.58,11.11,0.02,3.73,0.21,1.58,1.98,3.75,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVBC,2021-01-01,141.0,25.2,19.0,12.06,2.76,1.0,11.69,10.73,0.37,1.2,1.34,1.55,,0.04,8.4,0.9,1.3,8.29,8.56,0.35,3.18,0.21,1.88,2.42,2.83,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVBC,2020-01-01,113.0,40.31,12.0,11.01,2.33,0.83,12.5,9.05,0.25,0.86,0.97,1.32,,0.04,7.7,0.9,1.2,9.08,8.0,0.2,3.36,0.27,2.69,4.12,3.56,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVBC,2019-01-01,189.0,13.01,180.0,19.11,3.7,1.48,22.22,12.83,3.52,13.7,15.4,21.18,,0.05,8.0,1.0,1.2,5.23,4.5,0.95,1.17,0.34,3.3,5.11,2.12,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVBC,2018-01-01,168.0,11.64,145.0,14.02,3.25,1.42,10.87,9.23,2.8,9.31,10.18,9.38,,0.05,10.5,1.1,1.4,7.13,9.2,0.87,1.5,0.41,3.1,3.13,2.37,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVBC,2017-01-01,190.0,49.37,159.0,25.25,3.9,1.73,14.85,13.08,3.28,11.81,13.29,12.49,,0.05,6.9,0.7,1.2,3.96,6.74,0.57,1.51,0.41,3.29,3.48,2.08,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVBC,2016-01-01,127.0,25.54,132.0,18.34,3.04,1.21,10.86,9.49,3.17,13.08,14.97,11.33,,0.05,6.9,0.8,1.0,5.45,9.21,13.31,10.22,0.44,4.51,3.9,3.09,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVBC,2015-01-01,101.0,0.51,88.0,11.79,2.47,1.12,11.97,9.72,2.15,7.13,7.73,10.42,,0.05,9.6,1.0,1.5,8.48,8.36,0.46,3.16,0.36,2.63,3.84,3.63,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVBC,2014-01-01,101.0,12.49,103.0,12.46,2.48,1.17,9.4,8.61,2.55,8.54,9.21,9.64,,0.05,9.5,1.0,1.5,8.03,10.63,0.9,2.52,0.39,2.77,3.13,3.42,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVBC,2013-01-01,89.0,18.03,88.0,11.02,2.21,1.11,7.45,6.8,2.18,7.36,7.99,7.36,,0.05,10.3,1.1,1.5,9.07,13.43,0.81,2.5,0.34,2.27,2.27,3.32,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISTR,2022-01-01,213.0,11.83,612.0,5.96,2.02,0.99,4.59,4.98,5.82,12.55,13.81,13.2,,0.04,16.3,1.4,1.6,16.77,21.78,4.38,6.07,2.04,9.01,9.48,1.7,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISTR,2021-01-01,190.0,8.39,229.0,23.8,2.61,0.79,6.27,5.69,3.14,15.37,23.11,7.54,,0.03,3.3,0.3,0.4,4.2,15.94,2.62,4.31,0.56,9.11,4.47,1.68,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISTR,2020-01-01,176.0,26.31,315.0,12.65,2.36,0.72,17.29,9.9,4.23,14.39,18.19,31.04,,0.03,5.8,0.6,0.7,7.91,5.78,6.93,5.42,0.72,7.99,17.23,1.51,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISTR,2019-01-01,238.0,0.7,377.0,14.16,3.45,0.99,22.39,12.84,5.45,15.44,17.99,35.4,,0.03,7.8,0.8,1.0,7.06,4.47,4.06,3.11,0.76,7.51,17.21,0.95,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISTR,2018-01-01,237.0,12.67,452.0,17.4,4.01,1.3,20.6,14.42,7.65,22.85,26.23,39.33,,0.03,7.7,0.8,0.9,5.75,4.86,9.49,8.67,1.28,11.75,20.23,0.81,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISTR,2017-01-01,210.0,58.35,392.0,25.62,4.69,1.22,26.26,22.22,8.76,27.4,31.51,49.03,,0.03,5.3,0.6,0.8,3.9,3.81,22.54,22.24,1.23,14.85,26.57,0.3,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISTR,2016-01-01,133.0,3.79,230.0,16.84,3.48,1.18,3.68,3.56,6.03,17.7,20.0,6.38,,0.03,7.0,0.7,0.9,5.94,27.15,2.05,2.28,1.12,9.74,3.51,0.23,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISTR,2015-01-01,128.0,27.25,277.0,18.08,3.37,1.17,3.75,3.41,7.3,23.03,26.18,8.12,,0.04,6.6,0.8,1.0,5.53,26.7,0.14,0.04,1.56,14.15,4.99,0.18,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISTR,2014-01-01,100.0,,223.0,18.62,3.25,0.97,1.08,1.15,7.2,28.3,34.03,2.4,,0.04,6.7,0.7,0.8,5.37,92.3,,0.1,1.37,18.01,1.53,0.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISTR,2013-01-01,,,16.0,,,,,,0.7,3.15,3.81,2.1,,0.05,6.4,0.6,0.8,,,,,0.8,8.57,5.69,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNCB,2022-01-01,162.0,12.5,302.0,7.9,2.69,1.36,8.46,8.09,5.03,11.55,12.28,15.81,,0.04,16.5,1.2,1.4,12.65,11.82,1.81,5.85,1.53,6.97,9.55,4.04,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNCB,2021-01-01,185.0,42.54,116.0,8.64,3.23,1.14,8.08,7.64,2.03,4.2,4.46,5.07,,0.04,13.4,1.3,1.7,11.57,12.38,0.42,3.36,0.19,1.1,1.33,2.94,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNCB,2020-01-01,130.0,23.99,16.0,8.44,2.73,0.83,7.24,6.62,0.34,0.79,0.86,0.89,,0.03,10.4,1.1,1.4,11.85,13.81,2.04,1.39,0.07,0.51,0.58,3.43,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNCB,2019-01-01,170.0,20.06,193.0,15.39,3.96,1.28,16.83,11.63,4.48,11.78,14.41,19.07,,0.04,8.5,0.9,1.1,6.5,5.94,17.76,15.43,0.43,3.49,5.65,2.32,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNCB,2018-01-01,142.0,16.04,140.0,10.63,3.1,1.46,8.28,6.13,3.05,7.21,8.51,8.15,,0.04,14.9,1.1,1.3,9.4,12.07,0.48,1.53,0.35,1.77,2.0,2.01,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNCB,2017-01-01,122.0,21.69,145.0,832.2,3.1,1.37,11.46,10.4,3.67,10.38,12.67,13.57,,0.04,0.2,0.0,1.0,0.12,8.73,1.01,0.77,0.68,4.32,5.65,1.78,1300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNCB,2016-01-01,101.0,16.04,67.0,15.93,2.82,1.11,234.88,232.17,1.88,6.28,8.31,156.38,,0.03,6.7,0.6,0.7,6.28,0.43,0.44,0.55,0.87,7.4,184.22,0.99,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNCB,2015-01-01,87.0,12.34,226.0,2.42,2.37,1.0,28.48,19.42,6.17,23.06,27.92,74.18,,0.04,55.9,3.5,0.7,41.37,3.51,0.16,0.16,1.86,16.36,52.63,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNCB,2014-01-01,99.0,30.97,160.0,7.36,2.09,1.92,10.08,11.61,3.37,10.49,11.62,16.29,,0.05,28.0,1.4,1.3,13.58,9.92,0.09,0.09,1.88,6.34,9.85,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNCB,2013-01-01,143.0,187.39,102.0,22.44,3.46,4.26,7.36,7.77,2.47,13.35,15.99,5.25,,0.04,18.9,0.7,0.7,4.46,13.59,0.1,0.1,1.86,8.16,3.21,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALB,2022-01-01,198.0,13.07,20.0,9.38,2.66,1.15,6.95,6.91,0.27,0.63,0.66,0.7,,0.04,13.0,1.1,1.6,10.66,14.4,1.34,1.34,0.31,1.73,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALB,2021-01-01,175.0,38.13,135.0,13.1,2.97,1.16,10.93,10.81,2.29,6.73,7.31,8.41,,0.03,9.2,0.7,1.1,7.63,9.15,1.52,1.52,1.06,8.01,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALB,2020-01-01,127.0,21.65,78.0,29.47,2.88,0.93,11.28,8.6,1.76,10.17,12.45,6.91,,0.03,3.2,0.2,0.4,3.39,8.87,0.45,0.45,1.57,28.02,19.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALB,2019-01-01,162.0,,62.0,23.12,3.78,1.24,16.22,12.97,1.46,5.94,6.48,6.26,,0.04,5.6,0.6,1.0,4.33,6.16,11.13,11.13,0.11,1.42,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSBK,2022-01-01,157.0,5.53,246.0,22.86,6.61,1.13,14.81,14.48,10.34,25.22,25.9,23.16,,0.03,4.9,0.8,1.0,4.38,6.75,2.31,2.31,0.76,10.82,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSBK,2021-01-01,149.0,27.05,132.0,19.81,6.24,1.01,33.07,24.99,5.52,14.56,14.03,29.26,,0.03,5.2,0.9,1.1,5.05,3.02,14.19,14.19,0.6,9.71,19.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSBK,2020-01-01,117.0,,144.0,56.68,8.08,0.91,28.9,20.2,9.91,51.73,57.35,35.42,,0.02,1.6,0.3,0.3,1.76,3.46,7.5,7.5,0.83,38.46,26.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSBK,2019-01-01,,,28.0,,,,,,2.35,7.72,8.41,11.42,,0.02,3.3,0.3,0.4,,,,,1.34,28.06,41.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSBK,2018-01-01,,,54.0,,,,,,3.93,9.32,9.85,14.89,,0.02,5.9,0.6,0.8,,,,,1.09,13.52,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMBI,2022-01-01,153.0,23.05,318.0,11.84,3.34,1.15,8.63,8.45,6.92,18.64,20.17,17.87,,0.04,9.4,1.0,1.1,8.45,11.58,5.06,8.14,1.36,10.6,10.16,3.07,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMBI,2021-01-01,199.0,9.77,357.0,17.89,4.72,1.11,19.5,20.67,8.45,23.61,26.28,34.9,,0.04,6.1,0.9,1.0,5.59,5.13,6.58,11.44,1.0,11.94,17.65,4.86,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMBI,2020-01-01,182.0,15.85,303.0,18.14,4.98,0.94,12.34,10.96,8.31,21.73,24.28,20.6,,0.03,5.2,0.9,1.0,5.51,8.11,1.68,2.78,0.88,12.21,11.58,1.1,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMBI,2019-01-01,216.0,,330.0,15.33,6.82,1.15,23.63,21.38,10.42,18.04,17.02,36.1,,0.03,9.9,1.4,1.8,6.52,4.23,3.84,3.84,0.82,8.45,16.91,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMBI,2018-01-01,,,122.0,,,,,,4.05,15.08,17.49,17.06,,0.04,6.8,0.7,0.8,,,,,1.59,16.94,19.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLVF,2022-01-01,110.0,15.29,162.0,15.78,3.47,0.75,18.85,18.59,5.13,16.19,18.3,27.91,,0.03,4.8,0.6,0.8,6.34,5.3,0.35,0.35,0.72,10.57,18.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLVF,2021-01-01,130.0,44.22,109.0,1407.64,6.27,0.91,8.86,8.78,5.27,93.29,358.12,7.45,,0.02,0.1,0.0,0.0,0.07,11.29,0.78,0.78,0.82,99.36,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLVF,2020-01-01,90.0,47.03,192.0,139.44,4.75,0.64,7.86,7.66,10.14,141.74,315.41,16.78,,0.02,0.5,0.1,0.0,0.72,12.72,0.54,0.54,1.16,120.78,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLVF,2019-01-01,170.0,7.65,180.0,18.17,5.79,1.19,16.98,16.55,6.13,14.3,15.22,17.99,,0.02,6.7,0.8,1.0,5.51,5.89,18.26,18.26,1.15,13.03,16.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLVF,2018-01-01,157.0,10.43,273.0,21.55,5.36,1.42,18.53,17.39,9.29,22.12,23.56,32.12,,0.03,6.8,0.7,1.0,4.64,5.4,0.43,0.43,1.32,11.85,17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLVF,2017-01-01,176.0,63.41,208.0,30.23,7.36,1.72,21.34,17.88,8.69,21.93,23.75,25.19,,0.03,5.8,0.6,0.9,3.31,4.69,0.36,0.36,1.45,15.73,18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLVF,2016-01-01,108.0,4.83,130.0,8.86,5.41,1.12,12.54,11.53,6.56,19.69,21.84,15.21,,0.03,13.9,1.6,0.7,11.29,7.98,0.25,0.25,1.24,18.06,13.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLVF,2015-01-01,103.0,37.4,167.0,21.99,5.81,1.24,35.54,31.62,9.47,38.49,45.21,57.89,,0.03,5.8,0.7,0.5,4.55,2.81,0.23,0.23,1.27,24.13,36.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLVF,2014-01-01,75.0,10.6,105.0,105.07,4.4,0.97,269.68,2263.67,6.2,107.23,306.1,380.14,,0.03,0.9,0.1,0.1,0.95,0.37,2.74,2.74,0.65,50.7,179.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLVF,2013-01-01,84.0,30.52,99.0,4.44,11.97,1.11,39.23,45.16,14.18,8.18,7.74,46.47,,0.01,20.6,2.8,2.0,22.5,2.55,7.47,7.47,0.52,3.23,18.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNWD,2022-01-01,156.0,2.53,257.0,10.32,1.98,1.14,9.41,8.76,3.27,11.42,15.54,15.57,,0.04,11.0,0.7,0.8,9.69,10.62,23.53,20.96,0.99,6.02,8.2,2.57,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNWD,2021-01-01,160.0,27.67,139.0,10.67,2.53,1.02,11.47,9.37,2.21,6.65,8.51,10.01,,0.04,9.7,0.9,1.1,9.37,8.72,0.46,2.24,0.09,0.7,1.05,2.7,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNWD,2020-01-01,125.0,21.09,123.0,7.85,2.07,0.82,7.81,6.33,2.04,5.62,6.58,7.69,,0.04,10.9,1.1,1.3,12.74,12.8,0.33,3.11,0.13,0.91,1.24,3.43,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNWD,2019-01-01,158.0,21.64,135.0,13.1,3.09,1.18,19.42,14.46,2.62,8.51,9.71,16.49,,0.04,9.3,0.9,1.1,7.64,5.15,13.95,11.27,0.19,1.61,3.13,2.68,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNWD,2018-01-01,130.0,2.2,166.0,13.95,3.09,1.28,13.67,12.36,3.93,12.34,15.39,17.39,,0.04,9.9,0.9,1.0,7.17,7.32,5.77,3.0,0.54,4.07,5.73,2.77,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNWD,2017-01-01,127.0,14.7,147.0,14.22,3.42,1.38,11.98,10.36,3.94,10.17,12.42,13.81,,0.04,10.0,1.0,1.3,7.03,8.35,0.13,2.45,0.35,2.23,3.02,2.58,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNWD,2016-01-01,111.0,26.52,106.0,12.16,3.05,1.32,12.8,10.69,2.91,7.43,9.05,12.19,,0.04,10.7,1.0,1.3,8.23,7.81,0.31,2.55,0.47,2.8,4.59,2.86,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNWD,2015-01-01,88.0,16.52,134.0,11.19,2.64,1.09,10.78,9.28,4.04,11.22,13.92,16.48,,0.04,9.9,0.9,1.1,8.94,9.28,0.25,3.19,0.72,4.85,7.12,3.44,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNWD,2014-01-01,75.0,6.13,107.0,10.19,2.47,0.99,8.64,7.87,3.51,9.27,11.24,12.31,,0.04,10.1,1.0,1.2,9.81,11.57,0.12,3.54,0.71,4.66,6.18,3.66,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNWD,2013-01-01,71.0,30.86,96.0,9.98,2.42,1.06,6.99,6.42,3.28,8.26,10.11,9.46,,0.04,10.6,1.0,1.3,10.02,14.31,0.02,3.42,0.67,3.86,4.42,3.4,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBK,2022-01-01,184.0,17.52,180.0,11.39,2.4,1.75,10.15,8.1,2.36,6.85,8.88,9.97,,0.05,14.4,1.0,1.3,8.78,9.86,0.42,3.09,0.65,2.6,3.78,2.67,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBK,2021-01-01,156.0,17.24,64.0,10.32,2.23,1.1,5.8,5.81,0.91,2.61,3.38,2.38,,0.04,10.6,0.9,1.4,9.69,17.24,2.18,4.57,0.4,2.34,2.13,2.39,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBK,2020-01-01,133.0,31.4,17.0,11.73,2.12,0.95,19.97,14.54,0.27,0.93,1.21,2.52,,0.05,8.3,0.8,1.0,8.52,5.01,2.11,5.37,0.32,2.5,6.77,3.26,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBK,2019-01-01,194.0,32.44,185.0,13.81,3.1,1.45,18.48,14.72,2.95,8.76,10.77,17.63,,0.05,10.8,1.2,1.5,7.24,5.41,1.38,3.39,0.32,2.05,4.14,2.01,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBK,2018-01-01,147.0,20.3,182.0,10.96,2.5,1.19,8.7,8.53,3.11,8.84,11.37,10.8,,0.05,11.2,1.2,1.4,9.13,11.49,0.0,2.13,0.64,3.83,4.67,2.13,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBK,2017-01-01,184.0,35.47,185.0,17.92,3.32,1.59,14.11,9.9,3.34,9.62,13.02,14.2,,0.05,9.0,0.9,1.3,5.58,7.09,0.6,0.85,0.5,3.04,4.48,1.46,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBK,2016-01-01,136.0,27.33,143.0,14.8,2.52,1.26,12.78,11.1,2.65,8.32,12.16,13.43,,0.05,8.4,0.8,1.1,6.76,7.83,1.78,3.29,0.72,4.49,7.25,1.51,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBK,2015-01-01,107.0,5.56,159.0,11.07,2.2,1.02,9.27,7.69,3.28,8.46,12.48,13.81,,0.05,9.4,0.9,1.2,9.03,10.79,1.8,3.26,0.88,4.9,7.99,1.45,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBK,2014-01-01,101.0,26.95,151.0,10.76,2.15,1.02,84.0,52.71,3.21,8.29,13.33,125.52,,0.05,10.0,0.9,1.0,9.29,1.19,0.06,0.94,1.21,6.54,98.96,1.0,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBK,2013-01-01,80.0,56.28,134.0,13.19,1.92,0.95,3.54,3.19,3.23,7.86,15.62,5.95,,0.04,6.5,0.6,0.8,7.58,28.25,0.3,0.55,1.56,7.7,5.83,0.85,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFED,2022-01-01,122.0,7.17,121.0,29.64,7.16,1.61,22.12,21.29,7.12,17.98,23.81,21.98,,0.03,5.0,0.8,1.0,3.37,4.52,0.2,1.65,0.12,1.34,1.64,1.85,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFED,2021-01-01,131.0,10.51,115.0,32.2,7.77,1.49,28.03,26.56,6.84,16.36,22.47,24.68,,0.03,4.6,0.8,1.0,3.11,3.57,1.36,3.07,0.17,2.13,3.21,1.71,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFED,2020-01-01,146.0,10.84,117.0,37.85,8.7,1.66,45.07,28.72,6.94,19.22,24.49,35.95,,0.03,4.4,0.8,1.0,2.64,2.22,1.29,2.84,0.06,0.82,1.54,1.55,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFED,2019-01-01,132.0,21.04,114.0,35.47,7.89,1.49,36.12,24.28,6.83,19.9,24.87,31.28,,0.03,4.3,0.7,0.9,2.82,2.77,0.43,2.18,0.22,3.31,5.2,1.74,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFED,2018-01-01,167.0,5.26,172.0,55.06,9.95,1.97,29.27,26.2,10.23,28.35,36.23,30.07,,0.04,3.6,0.6,1.0,1.82,3.42,0.02,1.36,0.17,2.39,2.54,1.38,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
